id,lat,lng,station,source,aqi,pm25,pm10,co,no2,so2,rh,temperature,windSpeed,timestamp,severity,description
construction_005,28.642822,77.301762,Industrial Building Site E,construction,324,257.9,337.6,4.83,148.3,27.7,8,43.7,4.1,2025-07-22T09:00:00.000Z,hazardous,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,92,58.1,62.4,2.68,46.7,13.4,12,42.9,5.2,2025-07-22T09:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,102,70.4,118.5,2.23,79,17.5,7,43.7,4.9,2025-07-22T09:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,124,135.6,137.1,3.7,46.7,16.1,9,43.3,5.1,2025-07-22T09:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,106,74.2,196.8,4.53,44.7,26.6,22,42.1,3.3,2025-07-22T09:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,156,92.5,108.6,2.34,53.8,17.1,16,45.1,3.5,2025-07-22T09:00:00.000Z,high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,120,94.4,126.3,2.89,44.9,17.2,18,42.8,3.4,2025-07-22T09:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,327,212.9,471.7,2.37,64.9,12.1,11,43.6,3.7,2025-07-22T09:00:00.000Z,hazardous,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,277,311.8,718.4,1.28,45.2,15.9,12,41.2,5.2,2025-07-22T09:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,275,181.2,268.5,1.68,42.1,11.7,24,42.8,5.6,2025-07-22T09:00:00.000Z,very_high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,318,343,700.5,1.08,60.3,13.7,22,45.1,4.4,2025-07-22T09:00:00.000Z,hazardous,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,259,334.2,470.9,0.85,64.6,9.6,21,42.1,4.5,2025-07-22T09:00:00.000Z,very_high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,225,184.8,344.8,5.34,76.3,30.7,19,38.8,4,2025-07-22T10:00:00.000Z,very_high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,288,161.6,596.4,5.72,96.2,28.3,15,39,3.4,2025-07-22T10:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,204,158.6,282.6,1.67,88.1,29.4,28,39.3,4.3,2025-07-22T10:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,344,212,660.7,4.15,97.2,31.1,21,39.2,5.1,2025-07-22T10:00:00.000Z,hazardous,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,274,289.9,455.3,3.95,123,32.1,14,40.9,2.9,2025-07-22T10:00:00.000Z,very_high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,172,106.8,87.4,3.98,38.7,26.7,11,41.1,3.4,2025-07-22T10:00:00.000Z,high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,110,62.3,119,3.12,59.8,17.8,23,38.9,5.6,2025-07-22T10:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,132,100.2,103.8,3,64.8,21.1,23,42.8,5,2025-07-22T10:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,155,81.8,177.3,4.13,43.6,16.1,16,43,5.5,2025-07-22T10:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,161,139.2,99.5,4.23,87.2,21.5,21,40,5.1,2025-07-22T10:00:00.000Z,high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,189,68.8,108.1,4.36,58.5,31.6,22,43.5,5.6,2025-07-22T10:00:00.000Z,high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,340,188.7,386.5,1.11,74.5,14.4,17,39.9,5.7,2025-07-22T10:00:00.000Z,hazardous,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,270,169.5,735.6,1.4,77.3,16.6,11,39.8,5.3,2025-07-22T10:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,271,247.7,795.3,2.41,74,16.8,9,40,5.4,2025-07-22T10:00:00.000Z,very_high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,273,194.4,440.5,2.69,72.8,24.6,25,42.7,4.2,2025-07-22T10:00:00.000Z,very_high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,377,213,681.8,1.15,45,13.4,24,42,4.9,2025-07-22T10:00:00.000Z,hazardous,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,319,315.8,336.1,5.15,73.2,19.2,23,37.2,3.7,2025-07-22T11:00:00.000Z,hazardous,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,284,209.6,405.4,3.5,63.9,43.1,16,36.9,5.7,2025-07-22T11:00:00.000Z,very_high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,221,320.9,619.1,3.37,104.8,38.8,20,38.4,3.1,2025-07-22T11:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,206,125.6,382.2,3.36,82.3,28.9,22,39.3,5.1,2025-07-22T11:00:00.000Z,very_high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,188,175.7,350.3,1.95,103,19.1,19,39.6,4.8,2025-07-22T11:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,173,66.9,84.5,2.58,47.2,27.4,15,39.9,5.2,2025-07-22T11:00:00.000Z,high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,99,61.3,107.1,1.66,36.7,14.8,18,39.9,2.9,2025-07-22T11:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,147,95.6,86.5,3.93,78.2,20.5,19,37,5,2025-07-22T11:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,163,64.9,121.4,3.93,55.6,20,26,39.1,5.5,2025-07-22T11:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,105,69.3,110,2.4,42.7,26,20,39.8,5.5,2025-07-22T11:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,144,101.9,181.7,4.46,70.6,17.9,14,40.3,5,2025-07-22T11:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,337,228,765.3,1.36,42.7,19.1,16,36.7,4.3,2025-07-22T11:00:00.000Z,hazardous,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,180,219.4,295,1.19,40.5,12.5,25,37.8,3.2,2025-07-22T11:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,287,244.3,688.4,1.16,49.6,15.1,15,38,4.6,2025-07-22T11:00:00.000Z,very_high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,233,256.6,426.1,1.91,46,10.5,26,37.4,2.8,2025-07-22T11:00:00.000Z,very_high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,175,152.3,433.3,0.88,48.8,13,20,40.3,3.8,2025-07-22T11:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,141,128,220,1.96,44.5,22.2,34,34.5,2.8,2025-07-22T12:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,193,190.1,238.8,1.91,84.9,24.8,19,36.1,3.2,2025-07-22T12:00:00.000Z,high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,133,72.6,229.4,1.02,55.8,13.2,36,32.1,4.4,2025-07-22T12:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,221,162.1,193.7,1.52,83.4,19.5,35,36.5,5,2025-07-22T12:00:00.000Z,very_high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,189,110.9,246.9,1.27,72.2,24.7,28,36.6,2.7,2025-07-22T12:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,256,124,308.8,4.87,119.3,51.8,28,33.6,4.2,2025-07-22T12:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,227,183.1,167,7.84,124.9,34.7,34,36.3,4.2,2025-07-22T12:00:00.000Z,very_high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,246,178.8,147,5.31,113.4,44.5,18,35.6,4.4,2025-07-22T12:00:00.000Z,very_high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,181,148.8,141.8,2.96,103.7,21,27,35.4,5.7,2025-07-22T12:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,247,244.4,258.6,4.18,88.5,49.1,33,33.3,4.9,2025-07-22T12:00:00.000Z,very_high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,352,195.1,280.2,5.82,119.7,36.1,35,34.5,2.9,2025-07-22T12:00:00.000Z,hazardous,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,222,140,411.5,0.6,25.1,8.2,28,36.1,3.2,2025-07-22T12:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,209,179.2,306.7,1.3,30.5,12.5,21,34.4,3.6,2025-07-22T12:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,195,180.1,430.7,1.25,44.4,6.9,19,32.9,4.3,2025-07-22T12:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,168,124.1,347.6,0.99,29,7.1,37,35.2,3.4,2025-07-22T12:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,118,75.4,211.2,0.81,25.9,3.9,32,33.5,3.1,2025-07-22T12:00:00.000Z,moderate,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,162,99.4,291.8,1.19,70.2,19,39,32.8,4.7,2025-07-22T13:00:00.000Z,high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,181,113.4,280.6,2.9,70.9,8.4,24,29.6,3.4,2025-07-22T13:00:00.000Z,high,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,138,100.2,211,2.52,73.3,18.8,23,30.8,4.8,2025-07-22T13:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,152,115.2,167.5,2.3,56.9,17.4,31,32.5,4.4,2025-07-22T13:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,118,159.8,307.4,1.02,59.8,8.2,37,30.2,5.1,2025-07-22T13:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,226,235.4,304.5,6.14,91.9,34.6,39,31.4,4.1,2025-07-22T13:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,229,155.8,268.7,4.79,141.4,43.8,25,28.3,5.6,2025-07-22T13:00:00.000Z,very_high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,249,145.2,269.4,5.41,72.1,34.7,33,29.6,3.3,2025-07-22T13:00:00.000Z,very_high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,213,164.8,200.5,6.27,109.5,35.4,41,30.7,4.6,2025-07-22T13:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,176,201.9,324.8,7.71,111.4,32.3,39,29.7,3.4,2025-07-22T13:00:00.000Z,high,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,318,194.4,184.8,4.05,108.5,39.7,23,28.1,2.8,2025-07-22T13:00:00.000Z,hazardous,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,179,108.6,261.5,0.73,35.9,9,26,32,4.1,2025-07-22T13:00:00.000Z,high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,181,129.5,264.7,0.86,31.8,9.8,22,29.8,5.6,2025-07-22T13:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,215,188.7,354.7,0.53,31.2,6.5,22,29.2,4,2025-07-22T13:00:00.000Z,very_high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,205,189.3,405.6,1.53,34.6,8.7,38,31.3,4.6,2025-07-22T13:00:00.000Z,very_high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,210,158,366.5,1.21,33,6.8,40,30.5,4,2025-07-22T13:00:00.000Z,very_high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,89,117.9,131.4,1.14,34.6,12.6,42,20.9,4.7,2025-07-22T14:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,147,147.2,168.4,1.8,83.4,13.2,31,24.2,2.8,2025-07-22T14:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,181,145.4,176.9,2.76,78.1,13.9,38,21.1,2.8,2025-07-22T14:00:00.000Z,high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,135,98.8,166.4,1.87,53.6,12.9,36,23.5,4.2,2025-07-22T14:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,132,177.1,243.9,1.13,77.5,11.3,33,23.4,5.4,2025-07-22T14:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,292,163.8,294.2,4.53,93.6,29.5,50,23.1,3.8,2025-07-22T14:00:00.000Z,very_high,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,155,79.5,154.7,4.77,97.6,34.5,34,22.2,5.4,2025-07-22T14:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,301,259.6,185.4,8.39,124.3,33.7,43,21.3,5.5,2025-07-22T14:00:00.000Z,hazardous,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,194,142,288.4,4.64,94.3,35.4,37,25.1,3.8,2025-07-22T14:00:00.000Z,high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,326,161.7,143.7,5.14,119.7,39.1,49,21.9,5.1,2025-07-22T14:00:00.000Z,hazardous,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,247,168.1,176.5,6.39,101.2,34.6,37,25.3,2.9,2025-07-22T14:00:00.000Z,very_high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,153,201.7,328.7,0.69,44,11.2,33,21.7,3.4,2025-07-22T14:00:00.000Z,high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,224,165.7,234.4,0.88,31.2,8.3,37,25.1,3,2025-07-22T14:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,149,83.7,218.9,0.61,20.1,8.8,48,22.9,5.5,2025-07-22T14:00:00.000Z,moderate,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,160,198.9,329.7,1.02,22.5,4.9,47,22.8,2.8,2025-07-22T14:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,154,69.3,248.2,0.38,27.4,7.9,41,23,3.2,2025-07-22T14:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,210,190.2,268.2,2.93,59.7,11.5,36,22.1,3.9,2025-07-22T15:00:00.000Z,very_high,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,129,132.7,285.2,2.5,51.1,15,39,22,4.6,2025-07-22T15:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,224,118.3,250.6,1.73,56.1,11.7,49,23.1,5.5,2025-07-22T15:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,154,93.2,360.8,2.84,56.5,16,34,24.5,5.3,2025-07-22T15:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,183,117,319.4,1.65,75.6,14,33,22.4,4.5,2025-07-22T15:00:00.000Z,high,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,330,247.4,192,7.36,109,35.9,32,23,3.6,2025-07-22T15:00:00.000Z,hazardous,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,268,192.8,253.2,4.36,74.3,35.7,36,21.2,3.1,2025-07-22T15:00:00.000Z,very_high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,278,108.1,250.9,5.3,70.3,35.3,49,24.6,5,2025-07-22T15:00:00.000Z,very_high,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,221,110.5,221.8,5.09,94.2,38.7,36,23.2,3.9,2025-07-22T15:00:00.000Z,very_high,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,351,159.8,237.9,6.09,74.4,39.5,46,20.6,4.7,2025-07-22T15:00:00.000Z,hazardous,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,302,214.4,350.5,5.94,135.3,35.4,41,24.3,3.7,2025-07-22T15:00:00.000Z,hazardous,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,220,117.1,370.8,0.65,19.2,8.9,44,24,3,2025-07-22T15:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,209,147.7,404.6,0.68,35,14.1,37,21.4,4,2025-07-22T15:00:00.000Z,very_high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,199,110.8,231.1,0.6,37.9,6.1,44,23.3,4.1,2025-07-22T15:00:00.000Z,high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,139,176.4,214.5,0.79,32.4,10,39,21.2,5.1,2025-07-22T15:00:00.000Z,moderate,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,173,170.5,399.3,0.99,36.2,15.4,43,21.1,5.2,2025-07-22T15:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,144,143.2,161,1.34,61.5,13.3,38,23.6,4.5,2025-07-22T16:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,122,112.2,351.4,1.75,62.5,11.5,38,20.7,3.5,2025-07-22T16:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,204,168,213.9,2.8,78.7,12.9,47,22.2,3.4,2025-07-22T16:00:00.000Z,very_high,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,157,121.7,221.7,1.88,34.9,20.6,50,21.3,4.8,2025-07-22T16:00:00.000Z,high,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,143,114.1,214.1,0.76,27.4,10.5,38,20.4,4.5,2025-07-22T16:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,105,122.5,198.8,3.01,76.5,26.3,49,22.6,2.7,2025-07-22T16:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,161,99.9,79.8,4.36,73.1,24.3,33,20.7,5.1,2025-07-22T16:00:00.000Z,high,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,126,135.4,151.4,2.64,51.4,18.1,37,22.3,3.4,2025-07-22T16:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,80,67.7,59,1.39,54.1,10,47,23.6,4.7,2025-07-22T16:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,138,59.6,111.1,1.61,44.9,17.1,49,23.9,3.9,2025-07-22T16:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,181,62.3,87,3.83,53.6,24.9,48,22.5,5.1,2025-07-22T16:00:00.000Z,high,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,220,140.5,421.7,1.37,28.6,11.2,39,24.9,5.5,2025-07-22T16:00:00.000Z,very_high,Open Ground A - Large unpaved area with loose soil
dust_013,28.631764,77.332845,Vacant Plot B,dust,162,106.9,371,0.81,32.4,7.7,48,21.1,2.8,2025-07-22T16:00:00.000Z,high,Vacant Plot B - Vacant plot with exposed soil and debris
dust_014,28.634682,77.31235,Quarry Site C,dust,212,155.5,238.3,1.09,45,8,42,21.9,2.9,2025-07-22T16:00:00.000Z,very_high,Quarry Site C - Quarry site with crushing operations
dust_015,28.647421,77.316557,Unpaved Area D,dust,154,172.6,302.1,0.56,39.9,11.4,44,25,5.7,2025-07-22T16:00:00.000Z,high,Unpaved Area D - Open area with construction debris
dust_016,28.639001,77.336353,Demolished Building Site E,dust,197,152.4,197.6,1.33,27.7,11.8,42,25,3.8,2025-07-22T16:00:00.000Z,high,Demolished Building Site E - Large unpaved area with loose soil
construction_001,28.639331,77.321066,Metro Construction A,construction,85,73.4,120.1,1.37,38,6.5,36,25,3.7,2025-07-22T17:00:00.000Z,moderate,Metro Construction A - Metro construction with heavy machinery
construction_002,28.637321,77.31774,Building Project B,construction,110,81.1,145,0.6,41,9.5,50,24.7,3.3,2025-07-22T17:00:00.000Z,moderate,Building Project B - Building project with dust and emissions
construction_003,28.646975,77.296802,Highway Expansion C,construction,112,68.8,165,1.79,25.3,5.8,41,21.8,3,2025-07-22T17:00:00.000Z,moderate,Highway Expansion C - Highway expansion with earthmoving equipment
construction_004,28.649373,77.318493,Active Construction D,construction,118,98.6,206.3,1.62,43,8,35,22.9,3.1,2025-07-22T17:00:00.000Z,moderate,Active Construction D - Active construction site with concrete mixing
construction_005,28.642822,77.301762,Industrial Building Site E,construction,127,85.9,168.7,1.49,24.6,13.8,34,24.4,4.4,2025-07-22T17:00:00.000Z,moderate,Industrial Building Site E - Metro construction with heavy machinery
vehicle_006,28.627293,77.321795,Bus Terminal A,vehicle,97,42.7,61.1,2.57,36.1,16.2,32,22.4,3.3,2025-07-22T17:00:00.000Z,moderate,Bus Terminal A - Major bus terminal with heavy traffic congestion
vehicle_007,28.643984,77.306297,Traffic Junction B,vehicle,109,66.7,101.5,1.46,24.7,11.2,34,24.5,5.1,2025-07-22T17:00:00.000Z,moderate,Traffic Junction B - Traffic junction with high vehicle density
vehicle_008,28.653835,77.327941,Highway Monitor C,vehicle,101,73.9,90.4,2.67,51.8,16.7,31,25.1,4.5,2025-07-22T17:00:00.000Z,moderate,Highway Monitor C - Highway monitoring point with diesel emissions
vehicle_009,28.640311,77.31886,Parking Complex D,vehicle,84,39.7,95.5,2.63,30.8,11.4,50,25.3,3.1,2025-07-22T17:00:00.000Z,moderate,Parking Complex D - Parking complex with vehicle idling
vehicle_010,28.647926,77.326581,Bus Terminal E,vehicle,85,85.6,62.6,1.81,38.7,14.6,44,23.9,3.6,2025-07-22T17:00:00.000Z,moderate,Bus Terminal E - Major bus terminal with heavy traffic congestion
vehicle_011,28.632492,77.299992,Traffic Junction F,vehicle,72,51.7,83.1,1.72,29,11.4,47,22.1,5.3,2025-07-22T17:00:00.000Z,moderate,Traffic Junction F - Traffic junction with high vehicle density
dust_012,28.639283,77.298179,Open Ground A,dust,117,86.1,223.7,0.73,18.8,6.8,48,22.3,3.5,2025-07-22T17:00:00.000Z,moderate,Open Ground A - Large unpaved area with loose soil
